FIGHTER,STANCE,EVER_CHAMPION,EVER_INTERIM,EVER_CHALLENGER,KD,TD,SUB.ATT,REV,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND,SIG,TOT.SIG,STR,TOTAL.STR,TOTAL.TD,TOTAL.HEAD,TOTAL.BODY,TOTAL.LEG,TOTAL.DISTANCE,TOTAL.CLINCH,TOTAL.GROUND,OPP_KD,OPP_TD,OPP_SUB.ATT,OPP_REV,OPP_CTRL,OPP_HEAD,OPP_BODY,OPP_LEG,OPP_DISTANCE,OPP_CLINCH,OPP_GROUND,OPP_SIG,OPP_TOT.SIG,OPP_STR,OPP_TOTAL.STR,OPP_TOTAL.TD,OPP_TOTAL.HEAD,OPP_TOTAL.BODY,OPP_TOTAL.LEG,OPP_TOTAL.DISTANCE,OPP_TOTAL.CLINCH,OPP_TOTAL.GROUND,TD_DEF,HEAD_DEF,BODY_DEF,LEG_DEF,DISTANCE_DEF,CLINCH_DEF,GROUND_DEF,SIG_DEF,STR_DEF,TD_%,HEAD_%,BODY_%,LEG_%,DISTANCE_%,CLINCH_%,GROUND_%,SIG_%,STR_%,TD_DEF_%,HEAD_DEF_%,BODY_DEF_%,LEG_DEF_%,DISTANCE_DEF_%,CLINCH_DEF_%,GROUND_DEF_%,SIG_DEF_%,STR_DEF_%
Christian Leroy Duncan,,No,No,No,1.0,1.0,0.0,0.0,8.25,106.0,24.0,59.0,135.0,28.0,26.0,189.0,301.0,238.0,364.0,7.0,199.0,35.0,67.0,236.0,32.0,33.0,0.0,1.0,0.0,0.0,4.4,57.0,22.0,44.0,107.0,14.0,2.0,123.0,253.0,161.0,299.0,2.0,166.0,33.0,54.0,229.0,21.0,3.0,1.0,109.0,11.0,10.0,122.0,7.0,1.0,130.0,138.0,0.14285714285714285,0.5326633165829145,0.6857142857142857,0.014925373134328358,0.5720338983050848,0.875,0.7878787878787878,0.627906976744186,0.6538461538461539,0.5,0.6566265060240963,0.33333333333333337,0.9814814814814815,0.5327510917030568,0.33333333333333337,0.33333333333333337,0.5138339920948616,0.46153846153846156
Claudio Ribeiro,,No,No,No,1.0,1.0,0.0,0.0,4.699999999999999,59.0,11.0,22.0,60.0,6.0,26.0,92.0,179.0,148.0,244.0,2.0,139.0,14.0,26.0,133.0,9.0,37.0,2.0,2.0,0.0,0.0,7.933333333333334,76.0,24.0,31.0,82.0,26.0,23.0,131.0,186.0,159.0,217.0,6.0,125.0,28.0,33.0,128.0,30.0,28.0,4.0,49.0,4.0,2.0,46.0,4.0,5.0,55.0,58.0,0.5,0.4244604316546763,0.7857142857142857,0.038461538461538464,0.45112781954887216,0.6666666666666666,0.7027027027027027,0.5139664804469274,0.6065573770491803,0.6666666666666667,0.392,0.1428571428571429,0.9393939393939394,0.359375,0.1333333333333333,0.1785714285714286,0.29569892473118276,0.26728110599078336
Eryk Anders,Southpaw,No,No,No,7.0,25.0,1.0,1.0,58.0,487.0,187.0,41.0,424.0,179.0,112.0,715.0,1513.0,1003.0,1867.0,96.0,1218.0,240.0,55.0,1093.0,254.0,166.0,6.0,9.0,3.0,2.0,16.4,474.0,216.0,183.0,658.0,182.0,33.0,873.0,1775.0,1020.0,1945.0,44.0,1277.0,284.0,214.0,1486.0,225.0,64.0,35.0,803.0,68.0,31.0,828.0,43.0,31.0,902.0,925.0,0.2604166666666667,0.39983579638752054,0.7791666666666667,0.45454545454545453,0.3879231473010064,0.7047244094488189,0.6746987951807228,0.47257105089226703,0.5372254954472415,0.7954545454545454,0.6288175411119812,0.23943661971830987,0.9579439252336449,0.5572005383580081,0.19111111111111112,0.484375,0.508169014084507,0.47557840616966585
Jamie Pickett,Orthodox,No,No,No,1.0,7.0,0.0,0.0,10.533333333333333,136.0,82.0,23.0,189.0,52.0,0.0,241.0,533.0,277.0,576.0,19.0,393.0,112.0,28.0,461.0,70.0,2.0,4.0,10.0,6.0,1.0,36.78333333333333,217.0,112.0,27.0,215.0,115.0,26.0,356.0,687.0,545.0,924.0,40.0,509.0,145.0,33.0,503.0,134.0,50.0,30.0,292.0,33.0,6.0,288.0,19.0,24.0,331.0,379.0,0.3684210526315789,0.3460559796437659,0.7321428571428571,0.25,0.40997830802603036,0.7428571428571429,0.0,0.4521575984990619,0.4809027777777778,0.75,0.5736738703339882,0.22758620689655173,0.696969696969697,0.5725646123260437,0.14179104477611937,0.48,0.4818049490538574,0.4101731601731602
Jairzinho Rozenstruik,Orthodox,No,No,No,7.0,0.0,0.0,1.0,0.6999999999999997,233.0,59.0,93.0,325.0,34.0,26.0,385.0,777.0,463.0,861.0,1.0,594.0,74.0,109.0,694.0,49.0,34.0,1.0,11.0,1.0,0.0,29.983333333333334,148.0,70.0,93.0,256.0,17.0,38.0,311.0,598.0,468.0,775.0,45.0,387.0,92.0,119.0,533.0,20.0,45.0,34.0,239.0,22.0,26.0,277.0,3.0,7.0,287.0,307.0,0.0,0.39225589225589225,0.7972972972972973,0.0,0.46829971181556196,0.6938775510204082,0.7647058823529411,0.4954954954954955,0.537746806039489,0.7555555555555555,0.6175710594315246,0.23913043478260865,0.907563025210084,0.5196998123827392,0.15000000000000002,0.15555555555555556,0.479933110367893,0.3961290322580645
Shamil Gaziev,,No,No,No,0.0,1.0,0.0,0.0,6.833333333333334,51.0,19.0,1.0,52.0,9.0,10.0,71.0,166.0,87.0,189.0,7.0,138.0,27.0,1.0,133.0,16.0,17.0,0.0,0.0,0.0,0.0,0.3499999999999999,86.0,30.0,19.0,131.0,4.0,0.0,135.0,235.0,153.0,256.0,3.0,177.0,38.0,20.0,226.0,9.0,0.0,3.0,91.0,8.0,1.0,95.0,5.0,0.0,100.0,103.0,0.14285714285714285,0.3695652173913043,0.7037037037037037,1.0,0.39097744360902253,0.5625,0.5882352941176471,0.42771084337349397,0.4603174603174603,1.0,0.5141242937853108,0.21052631578947367,1.0,0.42035398230088494,0.5555555555555556,,0.42553191489361697,0.40234375
AJ Cunningham,,No,No,No,0.0,0.0,0.0,0.0,0.4333333333333333,15.0,10.0,11.0,34.0,2.0,0.0,36.0,75.0,36.0,77.0,0.0,49.0,14.0,12.0,72.0,3.0,0.0,1.0,2.0,0.0,0.0,0.45,38.0,21.0,1.0,54.0,2.0,4.0,60.0,91.0,63.0,95.0,3.0,66.0,23.0,2.0,84.0,2.0,5.0,1.0,28.0,2.0,1.0,30.0,0.0,1.0,31.0,32.0,,0.30612244897959184,0.7142857142857143,0.0,0.4722222222222222,0.6666666666666666,,0.48,0.4675324675324675,0.33333333333333337,0.4242424242424242,0.08695652173913049,0.0,0.3571428571428571,0.0,0.19999999999999996,0.34065934065934067,0.33684210526315794
Ludovit Klein,Southpaw,No,No,No,3.0,11.0,0.0,0.0,27.15,215.0,114.0,40.0,291.0,47.0,31.0,369.0,662.0,488.0,798.0,23.0,469.0,148.0,45.0,560.0,60.0,42.0,0.0,2.0,3.0,0.0,9.733333333333334,169.0,114.0,66.0,254.0,87.0,8.0,349.0,748.0,550.0,990.0,12.0,507.0,164.0,77.0,623.0,113.0,12.0,10.0,338.0,50.0,11.0,369.0,26.0,4.0,399.0,440.0,0.4782608695652174,0.4584221748400853,0.7702702702702703,0.24444444444444444,0.5196428571428572,0.7833333333333333,0.7380952380952381,0.5574018126888217,0.6115288220551378,0.8333333333333334,0.6666666666666667,0.30487804878048785,0.974025974025974,0.5922953451043338,0.23008849557522126,0.33333333333333337,0.5334224598930482,0.4444444444444444
Matt Schnell,Orthodox,No,No,No,1.0,4.0,7.0,1.0,4.3999999999999995,299.0,59.0,69.0,364.0,37.0,26.0,427.0,1100.0,569.0,1256.0,9.0,918.0,96.0,86.0,1005.0,58.0,37.0,6.0,8.0,2.0,2.0,12.5,320.0,62.0,78.0,347.0,46.0,67.0,460.0,1033.0,550.0,1126.0,16.0,848.0,83.0,102.0,895.0,63.0,75.0,8.0,528.0,21.0,24.0,548.0,17.0,8.0,573.0,576.0,0.4444444444444444,0.32570806100217864,0.6145833333333334,0.046511627906976744,0.36218905472636814,0.6379310344827587,0.7027027027027027,0.3881818181818182,0.45302547770700635,0.5,0.6226415094339622,0.2530120481927711,0.9215686274509804,0.6122905027932961,0.2698412698412699,0.10666666666666669,0.5546950629235237,0.5115452930728241
Steve Erceg,,No,No,No,1.0,4.0,2.0,1.0,8.05,93.0,50.0,19.0,119.0,37.0,6.0,162.0,337.0,194.0,376.0,13.0,248.0,67.0,22.0,289.0,41.0,7.0,0.0,2.0,0.0,0.0,3.183333333333333,75.0,25.0,29.0,102.0,24.0,3.0,129.0,289.0,166.0,330.0,9.0,217.0,41.0,31.0,252.0,32.0,5.0,7.0,142.0,16.0,2.0,150.0,8.0,2.0,160.0,164.0,0.3076923076923077,0.375,0.746268656716418,0.18181818181818182,0.4117647058823529,0.9024390243902439,0.8571428571428571,0.4807121661721068,0.5159574468085106,0.7777777777777778,0.6543778801843319,0.3902439024390244,0.935483870967742,0.5952380952380952,0.25,0.4,0.5536332179930796,0.49696969696969695
Bekzat Almakhan,,No,No,No,1.0,0.0,0.0,0.0,0.5666666666666667,1.0,2.0,0.0,3.0,0.0,0.0,3.0,16.0,5.0,25.0,0.0,13.0,3.0,0.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,11.433333333333334,64.0,0.0,4.0,7.0,0.0,61.0,68.0,98.0,145.0,197.0,5.0,94.0,0.0,4.0,13.0,0.0,85.0,0.0,30.0,0.0,0.0,6.0,0.0,24.0,30.0,52.0,,0.07692307692307693,0.6666666666666666,,0.1875,,,0.1875,0.2,0.0,0.3191489361702128,,-0.25,0.46153846153846156,,0.2823529411764706,0.30612244897959184,0.2639593908629442
Umar Nurmagomedov,Orthodox,No,No,No,1.0,14.0,2.0,0.0,26.683333333333334,167.0,33.0,21.0,90.0,11.0,120.0,221.0,316.0,362.0,486.0,25.0,245.0,46.0,25.0,151.0,11.0,154.0,1.0,0.0,0.0,0.0,0.8,10.0,11.0,5.0,23.0,3.0,0.0,26.0,109.0,74.0,168.0,1.0,82.0,20.0,7.0,104.0,5.0,0.0,1.0,72.0,9.0,2.0,81.0,2.0,0.0,83.0,94.0,0.56,0.6816326530612244,0.717391304347826,0.56,0.5960264900662252,1.0,0.7792207792207793,0.6993670886075949,0.7448559670781894,1.0,0.8780487804878049,0.44999999999999996,1.0,0.7788461538461539,0.4,,0.7614678899082569,0.5595238095238095
Benardo Sopaj,,No,No,No,0.0,3.0,0.0,0.0,4.466666666666667,42.0,1.0,2.0,21.0,0.0,24.0,45.0,86.0,92.0,146.0,4.0,81.0,3.0,2.0,55.0,2.0,29.0,1.0,2.0,0.0,0.0,1.6,39.0,11.0,17.0,49.0,3.0,15.0,67.0,144.0,88.0,170.0,4.0,91.0,20.0,33.0,112.0,13.0,19.0,2.0,52.0,9.0,16.0,63.0,10.0,4.0,77.0,82.0,0.75,0.5185185185185185,0.3333333333333333,1.5,0.38181818181818183,0.0,0.8275862068965517,0.5232558139534884,0.6301369863013698,0.5,0.5714285714285714,0.44999999999999996,0.9393939393939394,0.5625,0.7692307692307692,0.21052631578947367,0.5347222222222222,0.48235294117647054
Vinicius Oliveira,,No,No,No,1.0,2.0,0.0,0.0,1.6,39.0,11.0,17.0,49.0,3.0,15.0,67.0,144.0,88.0,170.0,4.0,91.0,20.0,33.0,112.0,13.0,19.0,0.0,3.0,0.0,0.0,4.466666666666667,42.0,1.0,2.0,21.0,0.0,24.0,45.0,86.0,92.0,146.0,4.0,81.0,3.0,2.0,55.0,2.0,29.0,1.0,39.0,2.0,0.0,34.0,2.0,5.0,41.0,54.0,0.5,0.42857142857142855,0.55,0.06060606060606061,0.4375,0.23076923076923078,0.7894736842105263,0.4652777777777778,0.5176470588235295,0.25,0.4814814814814815,0.6666666666666667,-0.5,0.6181818181818182,1.0,0.1724137931034483,0.4767441860465116,0.36986301369863017
Tyson Pedro,Orthodox,No,No,No,5.0,4.0,4.0,0.0,11.15,110.0,64.0,55.0,172.0,38.0,19.0,229.0,385.0,287.0,448.0,13.0,234.0,83.0,68.0,311.0,52.0,22.0,2.0,12.0,1.0,0.0,21.0,123.0,35.0,31.0,111.0,28.0,50.0,189.0,434.0,287.0,545.0,24.0,349.0,43.0,42.0,321.0,40.0,73.0,12.0,226.0,8.0,11.0,210.0,12.0,23.0,245.0,258.0,0.3076923076923077,0.4700854700854701,0.7710843373493976,0.058823529411764705,0.5530546623794212,0.7307692307692307,0.8636363636363636,0.5948051948051948,0.640625,0.5,0.6475644699140402,0.18604651162790697,0.7142857142857143,0.6542056074766356,0.30000000000000004,0.31506849315068497,0.564516129032258,0.47339449541284406
Vitor Petrino,,No,No,No,1.0,15.0,3.0,4.0,22.566666666666666,81.0,25.0,12.0,84.0,3.0,31.0,118.0,264.0,179.0,331.0,22.0,216.0,34.0,14.0,216.0,7.0,41.0,0.0,5.0,0.0,1.0,5.133333333333333,52.0,39.0,36.0,101.0,20.0,6.0,127.0,223.0,261.0,367.0,18.0,133.0,51.0,39.0,196.0,21.0,6.0,13.0,81.0,12.0,3.0,95.0,1.0,0.0,96.0,106.0,0.6818181818181818,0.375,0.7352941176470589,1.0714285714285714,0.3888888888888889,0.42857142857142855,0.7560975609756098,0.44696969696969696,0.540785498489426,0.7222222222222222,0.6090225563909775,0.23529411764705888,0.8717948717948718,0.48469387755102045,0.04761904761904767,0.0,0.4304932735426009,0.28882833787465945
Brandon Moreno,Orthodox,Yes,Yes,Yes,4.0,30.0,8.0,6.0,52.81666666666667,738.0,162.0,99.0,856.0,56.0,87.0,999.0,2268.0,1307.0,2599.0,64.0,1925.0,223.0,120.0,2032.0,102.0,134.0,5.0,24.0,3.0,3.0,29.666666666666664,617.0,179.0,142.0,820.0,40.0,78.0,938.0,2327.0,1176.0,2610.0,66.0,1873.0,257.0,197.0,2162.0,69.0,96.0,42.0,1256.0,78.0,55.0,1342.0,29.0,18.0,1389.0,1434.0,0.46875,0.38337662337662337,0.726457399103139,0.25,0.421259842519685,0.5490196078431373,0.6492537313432836,0.44047619047619047,0.5028857252789535,0.6363636363636364,0.6705819540843567,0.30350194552529186,0.8781725888324873,0.6207215541165587,0.42028985507246375,0.1875,0.5969058874086808,0.5494252873563219
Brandon Royval,Southpaw,No,No,Yes,3.0,3.0,7.0,4.0,7.133333333333333,297.0,81.0,34.0,355.0,15.0,42.0,412.0,1124.0,690.0,1448.0,5.0,952.0,118.0,54.0,1033.0,21.0,70.0,2.0,28.0,5.0,1.0,38.733333333333334,170.0,74.0,82.0,281.0,17.0,28.0,326.0,607.0,439.0,734.0,47.0,417.0,100.0,90.0,531.0,33.0,43.0,19.0,247.0,26.0,8.0,250.0,16.0,15.0,281.0,295.0,0.6,0.3119747899159664,0.6864406779661016,0.05555555555555555,0.3436592449177154,0.7142857142857143,0.6,0.3665480427046263,0.47651933701657456,0.4042553191489362,0.592326139088729,0.26,0.6888888888888889,0.4708097928436912,0.48484848484848486,0.34883720930232553,0.4629324546952224,0.4019073569482289
Claudio Puelles,Southpaw,No,No,No,0.0,19.0,7.0,0.0,39.31666666666667,86.0,45.0,9.0,74.0,8.0,58.0,140.0,282.0,322.0,494.0,52.0,203.0,66.0,13.0,188.0,16.0,78.0,3.0,4.0,2.0,4.0,16.416666666666668,139.0,68.0,43.0,156.0,20.0,74.0,250.0,464.0,537.0,809.0,10.0,320.0,92.0,52.0,336.0,30.0,98.0,6.0,181.0,24.0,9.0,180.0,10.0,24.0,214.0,272.0,0.36538461538461536,0.4236453201970443,0.6818181818181818,1.4615384615384615,0.39361702127659576,0.5,0.7435897435897436,0.49645390070921985,0.6518218623481782,0.6,0.565625,0.26086956521739135,0.9230769230769231,0.5357142857142857,0.33333333333333337,0.24489795918367352,0.4612068965517241,0.33621755253399255
Fares Ziam,Orthodox,No,No,No,0.0,5.0,1.0,5.0,16.5,150.0,51.0,48.0,176.0,30.0,43.0,249.0,511.0,433.0,717.0,21.0,401.0,58.0,52.0,402.0,41.0,68.0,0.0,17.0,1.0,0.0,34.766666666666666,60.0,55.0,44.0,118.0,20.0,21.0,159.0,459.0,294.0,630.0,53.0,320.0,84.0,55.0,391.0,35.0,33.0,36.0,260.0,29.0,11.0,273.0,15.0,12.0,300.0,336.0,0.23809523809523808,0.3740648379052369,0.8793103448275862,0.09615384615384616,0.43781094527363185,0.7317073170731707,0.6323529411764706,0.487279843444227,0.603905160390516,0.679245283018868,0.8125,0.34523809523809523,0.6909090909090909,0.6982097186700768,0.4285714285714286,0.36363636363636365,0.6535947712418301,0.5333333333333333
Cristian Quinonez,,No,No,No,0.0,2.0,0.0,0.0,3.25,45.0,3.0,13.0,54.0,3.0,4.0,61.0,158.0,75.0,175.0,7.0,136.0,9.0,13.0,146.0,7.0,5.0,1.0,3.0,3.0,0.0,1.7,45.0,9.0,17.0,61.0,4.0,6.0,71.0,138.0,85.0,154.0,13.0,107.0,12.0,19.0,126.0,5.0,7.0,10.0,62.0,3.0,2.0,65.0,1.0,1.0,67.0,69.0,0.2857142857142857,0.33088235294117646,0.3333333333333333,0.15384615384615385,0.3698630136986301,0.42857142857142855,0.8,0.3860759493670886,0.42857142857142855,0.7692307692307692,0.5794392523364487,0.25,0.8421052631578947,0.5158730158730158,0.19999999999999996,0.1428571428571429,0.48550724637681164,0.44805194805194803
Raoni Barcelos,Orthodox,No,No,No,5.0,17.0,5.0,0.0,28.733333333333334,522.0,95.0,99.0,537.0,46.0,133.0,716.0,1380.0,877.0,1568.0,52.0,1145.0,123.0,112.0,1151.0,56.0,173.0,2.0,4.0,0.0,1.0,8.666666666666666,400.0,143.0,115.0,598.0,40.0,20.0,658.0,1698.0,800.0,1859.0,27.0,1349.0,213.0,136.0,1600.0,70.0,28.0,23.0,949.0,70.0,21.0,1002.0,30.0,8.0,1040.0,1059.0,0.3269230769230769,0.4558951965065502,0.7723577235772358,0.15178571428571427,0.46655082536924414,0.8214285714285714,0.7687861271676301,0.518840579710145,0.5593112244897959,0.8518518518518519,0.7034840622683469,0.32863849765258213,0.9705882352941176,0.62625,0.4285714285714286,0.2857142857142857,0.6124852767962309,0.5696611081226466
Daniel Zellhuber,Switch,No,No,No,1.0,0.0,1.0,0.0,2.1,191.0,64.0,31.0,253.0,11.0,22.0,286.0,758.0,292.0,776.0,1.0,609.0,116.0,33.0,695.0,12.0,51.0,0.0,1.0,0.0,0.0,1.3333333333333333,97.0,48.0,105.0,244.0,6.0,0.0,250.0,587.0,252.0,591.0,18.0,368.0,91.0,128.0,578.0,7.0,2.0,17.0,271.0,43.0,23.0,334.0,1.0,2.0,337.0,339.0,0.0,0.3136288998357964,0.5517241379310345,0.0,0.3640287769784173,0.9166666666666666,0.43137254901960786,0.37730870712401055,0.37628865979381443,0.9444444444444444,0.7364130434782609,0.4725274725274725,0.9921875,0.5778546712802768,0.1428571428571429,1.0,0.5741056218057922,0.5736040609137056
Francisco Prado,,No,No,No,1.0,0.0,1.0,1.0,1.4,79.0,32.0,45.0,133.0,3.0,20.0,156.0,378.0,164.0,388.0,5.0,259.0,63.0,56.0,349.0,3.0,26.0,0.0,3.0,0.0,0.0,4.866666666666667,121.0,45.0,27.0,178.0,5.0,10.0,193.0,409.0,214.0,434.0,4.0,318.0,61.0,30.0,388.0,9.0,12.0,1.0,197.0,16.0,3.0,210.0,4.0,2.0,216.0,220.0,0.0,0.305019305019305,0.5079365079365079,0.0,0.38108882521489973,1.0,0.7692307692307693,0.4126984126984127,0.422680412371134,0.25,0.6194968553459119,0.2622950819672131,0.9,0.5412371134020619,0.4444444444444444,0.16666666666666663,0.5281173594132029,0.5069124423963134
Daniel Lacerda,Switch,No,No,No,2.0,3.0,2.0,0.0,2.666666666666667,35.0,14.0,7.0,47.0,4.0,5.0,56.0,148.0,66.0,160.0,5.0,111.0,27.0,10.0,130.0,7.0,11.0,0.0,0.0,3.0,0.0,3.1333333333333333,60.0,20.0,24.0,54.0,0.0,50.0,104.0,179.0,119.0,199.0,0.0,116.0,36.0,27.0,99.0,2.0,78.0,0.0,56.0,16.0,3.0,45.0,2.0,28.0,75.0,80.0,0.6,0.3153153153153153,0.5185185185185185,0.3,0.36153846153846153,0.5714285714285714,0.45454545454545453,0.3783783783783784,0.4125,,0.48275862068965514,0.4444444444444444,1.0,0.4545454545454546,1.0,0.3589743589743589,0.4189944134078212,0.40201005025125625
Edgar Chairez,,No,No,No,1.0,0.0,4.0,1.0,0.6499999999999999,18.0,9.0,19.0,45.0,0.0,1.0,46.0,73.0,47.0,74.0,0.0,36.0,13.0,24.0,72.0,0.0,1.0,0.0,4.0,1.0,1.0,11.883333333333333,43.0,5.0,21.0,31.0,0.0,38.0,69.0,109.0,136.0,188.0,6.0,71.0,14.0,24.0,60.0,0.0,49.0,2.0,28.0,9.0,3.0,29.0,0.0,11.0,40.0,52.0,,0.5,0.6923076923076923,0.0,0.625,,1.0,0.6301369863013698,0.6351351351351351,0.33333333333333337,0.3943661971830986,0.6428571428571428,0.8333333333333334,0.4833333333333333,,0.22448979591836737,0.3669724770642202,0.276595744680851
Erik Silva,,No,No,No,0.0,3.0,0.0,1.0,2.8000000000000003,12.0,6.0,3.0,13.0,7.0,1.0,21.0,30.0,32.0,43.0,4.0,19.0,7.0,4.0,21.0,7.0,2.0,0.0,3.0,1.0,2.0,9.9,21.0,4.0,0.0,14.0,6.0,5.0,25.0,40.0,85.0,113.0,8.0,35.0,5.0,0.0,27.0,7.0,6.0,5.0,14.0,1.0,0.0,13.0,1.0,1.0,15.0,28.0,0.75,0.631578947368421,0.8571428571428571,0.75,0.6190476190476191,1.0,0.5,0.7,0.7441860465116279,0.625,0.4,0.19999999999999996,-inf,0.4814814814814815,0.1428571428571429,0.16666666666666663,0.375,0.24778761061946908
Muhammad Naimov,Orthodox,No,No,No,1.0,1.0,0.0,0.0,0.1999999999999999,18.0,5.0,6.0,21.0,3.0,5.0,29.0,72.0,33.0,76.0,2.0,58.0,8.0,6.0,62.0,5.0,5.0,0.0,3.0,0.0,0.0,2.683333333333333,15.0,14.0,10.0,27.0,12.0,0.0,39.0,72.0,40.0,74.0,8.0,43.0,18.0,11.0,57.0,14.0,1.0,5.0,28.0,4.0,1.0,30.0,2.0,1.0,33.0,34.0,0.5,0.3103448275862069,0.625,0.16666666666666666,0.3387096774193548,0.6,1.0,0.4027777777777778,0.4342105263157895,0.625,0.6511627906976745,0.2222222222222222,0.7272727272727273,0.5263157894736843,0.1428571428571429,1.0,0.45833333333333337,0.45945945945945943
Jesus Aguilar,,No,No,No,1.0,1.0,2.0,1.0,5.233333333333333,11.0,5.0,7.0,15.0,4.0,4.0,23.0,41.0,42.0,67.0,4.0,25.0,5.0,11.0,26.0,5.0,10.0,0.0,5.0,3.0,0.0,12.549999999999999,17.0,4.0,0.0,9.0,2.0,10.0,21.0,44.0,50.0,98.0,9.0,38.0,5.0,1.0,24.0,2.0,18.0,4.0,21.0,1.0,1.0,15.0,0.0,8.0,23.0,48.0,0.25,0.44,1.0,0.09090909090909091,0.5769230769230769,0.8,0.4,0.5609756097560976,0.6268656716417911,0.4444444444444444,0.5526315789473684,0.19999999999999996,-4.0,0.625,0.0,0.4444444444444444,0.5227272727272727,0.4897959183673469
Mateus Mendonca,,No,No,No,0.0,6.0,1.0,0.0,12.283333333333333,36.0,8.0,6.0,33.0,6.0,11.0,50.0,135.0,122.0,239.0,22.0,110.0,13.0,12.0,109.0,6.0,20.0,0.0,4.0,1.0,1.0,11.683333333333334,98.0,31.0,14.0,72.0,16.0,55.0,143.0,201.0,266.0,340.0,9.0,148.0,35.0,18.0,113.0,22.0,66.0,5.0,50.0,4.0,4.0,41.0,6.0,11.0,58.0,74.0,0.2727272727272727,0.32727272727272727,0.6153846153846154,0.5,0.30275229357798167,1.0,0.55,0.37037037037037035,0.5104602510460251,0.5555555555555556,0.33783783783783783,0.11428571428571432,0.7777777777777778,0.36283185840707965,0.2727272727272727,0.16666666666666663,0.2885572139303483,0.21764705882352942
Chris Duncan,Orthodox,No,No,No,0.0,8.0,0.0,0.0,7.9833333333333325,67.0,40.0,32.0,126.0,6.0,7.0,139.0,291.0,150.0,303.0,21.0,188.0,51.0,52.0,275.0,9.0,7.0,0.0,2.0,1.0,1.0,0.7333333333333333,49.0,14.0,22.0,75.0,8.0,2.0,85.0,183.0,94.0,193.0,3.0,136.0,21.0,26.0,171.0,10.0,2.0,1.0,87.0,7.0,4.0,96.0,2.0,0.0,98.0,99.0,0.38095238095238093,0.35638297872340424,0.7843137254901961,0.15384615384615385,0.4581818181818182,0.6666666666666666,1.0,0.47766323024054985,0.49504950495049505,0.33333333333333337,0.6397058823529411,0.33333333333333337,0.9230769230769231,0.5614035087719298,0.19999999999999996,0.0,0.53551912568306,0.5129533678756477
Manuel Torres,,No,No,No,2.0,2.0,1.0,0.0,0.9833333333333332,32.0,13.0,5.0,42.0,6.0,2.0,50.0,86.0,52.0,88.0,3.0,67.0,14.0,5.0,78.0,6.0,2.0,0.0,1.0,0.0,0.0,0.8999999999999999,14.0,3.0,7.0,22.0,2.0,0.0,24.0,47.0,32.0,56.0,8.0,36.0,3.0,8.0,45.0,2.0,0.0,7.0,22.0,0.0,1.0,23.0,0.0,0.0,23.0,24.0,0.6666666666666666,0.47761194029850745,0.9285714285714286,0.4,0.5384615384615384,1.0,1.0,0.5813953488372093,0.5909090909090909,0.875,0.6111111111111112,0.0,0.875,0.5111111111111111,0.0,,0.4893617021276596,0.4285714285714286
Denys Bondar,Orthodox,No,No,No,0.0,7.0,0.0,1.0,3.9666666666666663,61.0,37.0,23.0,104.0,10.0,7.0,121.0,238.0,132.0,258.0,12.0,163.0,51.0,24.0,213.0,16.0,9.0,0.0,3.0,2.0,4.0,3.8499999999999996,109.0,19.0,8.0,94.0,22.0,20.0,136.0,313.0,164.0,347.0,8.0,279.0,26.0,8.0,263.0,24.0,26.0,5.0,170.0,7.0,0.0,169.0,2.0,6.0,177.0,183.0,0.5833333333333334,0.37423312883435583,0.7254901960784313,0.2916666666666667,0.48826291079812206,0.625,0.7777777777777778,0.5084033613445378,0.5116279069767442,0.625,0.6093189964157706,0.2692307692307693,0.625,0.6425855513307985,0.08333333333333337,0.23076923076923073,0.5654952076677316,0.5273775216138328
Ronaldo Rodriguez,,No,No,No,0.0,0.0,1.0,3.0,2.933333333333333,19.0,7.0,5.0,13.0,5.0,13.0,31.0,69.0,50.0,93.0,0.0,55.0,9.0,5.0,43.0,7.0,19.0,0.0,4.0,0.0,1.0,2.8666666666666663,22.0,8.0,11.0,32.0,3.0,6.0,41.0,63.0,46.0,77.0,6.0,39.0,13.0,11.0,51.0,4.0,8.0,2.0,17.0,5.0,0.0,19.0,1.0,2.0,22.0,31.0,,0.34545454545454546,0.7777777777777778,0.0,0.3023255813953488,0.7142857142857143,0.6842105263157895,0.4492753623188406,0.5376344086021505,0.33333333333333337,0.4358974358974359,0.3846153846153846,0.6363636363636364,0.37254901960784315,0.25,0.25,0.3492063492063492,0.4025974025974026
Felipe dos Santos,,No,No,No,0.0,0.0,1.0,0.0,0.9833333333333333,77.0,36.0,23.0,125.0,9.0,2.0,136.0,391.0,163.0,430.0,5.0,281.0,76.0,34.0,365.0,19.0,7.0,1.0,10.0,0.0,0.0,5.783333333333333,84.0,47.0,21.0,121.0,16.0,15.0,152.0,256.0,168.0,283.0,12.0,170.0,61.0,25.0,211.0,19.0,26.0,2.0,86.0,14.0,4.0,90.0,3.0,11.0,104.0,115.0,0.0,0.27402135231316727,0.47368421052631576,0.0,0.3424657534246575,0.47368421052631576,0.2857142857142857,0.34782608695652173,0.37906976744186044,0.16666666666666663,0.5058823529411764,0.2295081967213115,0.6,0.42654028436018954,0.1578947368421053,0.42307692307692313,0.40625,0.40636042402826855
